YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
2013,MISSOURI,29,"  ","   ",YEAR,RICE,"157,000","2,000",0,"159,000","154,000","2,000","156,000"," ","165,617,000",0,"10,826,000","10,968,000","142,000",0,"7,080","7,030","7,030"," "," "," "," "
2013,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.4," "," "," "
2013,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"125,000"," "," ","125,000","124,000"," ","124,000"," ","141,310,000",0,"9,176,000","9,176,000",0," "," ","7,400","7,400"," "," "," "," "
2013,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.7," "," "
2013,LOUISIANA,22,"  ","   ",YEAR,RICE,"396,000","22,000"," ","418,000","392,000","21,000","413,000"," ","467,093,000",0,"28,734,000","30,135,000","1,401,000"," ","6,670","7,330","7,300"," "," "," "," "
2013,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20.9,20.7," "," "
2013,CALIFORNIA,06,"  ","   ",YEAR,RICE,"6,000","515,000","46,000","567,000","6,000","510,000","562,000","46,000","995,697,000","3,082,000","342,000","47,641,000","44,217,000","6,700","8,670","5,700","8,480"," "," "," "," "
2013,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15.2," "," "," "
2013,ARKANSAS,05,"  ","   ",YEAR,RICE,"955,000","120,000","1,000","1,076,000","950,000","119,000","1,070,000","1,000","1,229,498,000","60,000","71,820,000","80,888,000","9,008,300","6,000","7,570","7,560","7,560"," "," "," "," "
2013,TEXAS,48,"  ","   ",YEAR,RICE,"142,000","3,000",0,"145,000","141,000","3,000","144,000"," ","182,778,000",0,"10,998,000","11,145,000","147,000"," ","4,900","7,800","7,740"," "," "," "," "
2014,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13.8," "," "," "
2014,TEXAS,48,"  ","   ",YEAR,RICE,"141,000","9,000"," ","150,000","138,000","8,000","146,000"," ","148,240,000",0,"10,350,000","10,742,000","392,000"," ","4,900","7,500","7,360"," "," "," "," "
2014,"OTHER STATES","  ","  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14.4," "," "
2014,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11," "," "," "
2014,MISSOURI,29,"  ","   ",YEAR,RICE,"210,000","6,000"," ","216,000","207,000","6,000","213,000",0,"159,940,000",0,"14,138,000","14,540,000","402,000"," ","6,700","6,830","6,830"," "," "," "," "
2014,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.2," "," "," "
2014,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"190,000","1,000"," ","191,000","189,000","1,000","190,000"," ","171,971,000",0,"14,024,000","14,096,000","72,000"," ","7,200","7,420","7,420"," "," "," "," "
2014,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.9," "," "," "
2014,LOUISIANA,22,"  ","   ",YEAR,RICE,"396,000","70,000"," ","466,000","393,000","69,000","462,000"," ","424,978,000",0,"28,100,000","32,944,000","4,844,000"," ","7,020","7,150","7,130"," "," "," "," "
2014,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",21.8,21.6," "," "
2014,CALIFORNIA,06,"  ","   ",YEAR,RICE,"4,000","405,000","36,000","445,000","4,000","402,000","442,000","36,000","827,005,000","2,268,000","292,000","37,936,000","35,376,000","6,300","8,800","7,300","8,580"," "," "," "," "
2014,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12," "," "," "
2014,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,270,000","215,000","1,000","1,486,000","1,265,000","214,000","1,480,000","1,000","1,343,484,000","60,000","95,761,000","111,957,000","16,136,000","6,000","7,540","7,570","7,560"," "," "," "," "
2015,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.9," "," "," "
2015,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13," "," "," "
2015,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12.2," "," "," "
2015,MISSOURI,29,"  ","   ",YEAR,RICE,"175,000","7,000"," ","182,000","167,000","7,000","174,000"," ","148,986,000",0,"11,757,000","12,212,000","455,000"," ","6,500","7,040","7,020"," "," "," "," "
2015,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.7," "," "," "
2015,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"150,000",0,0,"150,000","149,000",0,"149,000"," ","123,950,000",0,"10,594,000","10,594,000",0," ",0,"7,110","7,110"," "," "," "," "
2015,TEXAS,48,"  ","   ",YEAR,RICE,"127,000","6,000"," ","133,000","124,000","6,000","130,000"," ","116,532,000",0,"8,556,000","8,964,000","408,000"," ","6,800","6,900","6,900"," "," "," "," "
2015,LOUISIANA,22,"  ","   ",YEAR,RICE,"355,000","65,000"," ","420,000","351,000","64,000","415,000",0,"342,613,000",0,"24,535,000","28,791,000","4,256,000"," ","6,650","6,990","6,940"," "," "," "," "
2015,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20.1," "," "," "
2015,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","380,000","36,000","423,000","7,000","378,000","421,000","36,000","752,564,000","2,574,000","469,000","37,441,000","34,398,000","7,150","9,100","6,700","8,890"," "," "," "," "
2015,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11.6," "," "," "
2015,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,060,000","245,000","1,000","1,306,000","1,045,000","240,000","1,286,000","1,000","1,094,356,000","60,000","77,121,000","94,341,000","17,160,000","6,000","7,150","7,380","7,340"," "," "," "," "
2016,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","390,000","30,000","427,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,TEXAS,48,"  ","   ",YEAR,RICE,"185,000","4,000"," ","189,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,MISSOURI,29,"  ","   ",YEAR,RICE,"200,000","7,000"," ","207,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"220,000",0," ","220,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,LOUISIANA,22,"  ","   ",YEAR,RICE,"410,000","30,000"," ","440,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,430,000","150,000","1,000","1,581,000"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
